,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
자본금,555311410000,555311410000,191967900000,180802285000,180802280000,158209125000,371073570000,321073570000,321073510000,321055695000,321019825000
자산총계,2257720824135,2355272181531,2506058873996,2552471978263,2823220555702,2890468535790,3393941145702,5241508648318,5346688429603,5401708156411,5271144753813
당기순이익,66893129338,-33537540472,-66060478504,-267453147644,-72710584483,-48111415189,-1398646258981,-149295344300,-112698185040,,
영업활동현금흐름,130038502401,-169803209911,-8222718087,183125967439,317476564371,90342175482,-31831105565,73754251786,417138007398,189883897040,-193333588367
영업이익,110778751212,34639840274,-16372389798,-11767706888,143611067569,78584907478,-160142736071,16750735571,8440701148,16799533072,97275559135
매출액,2342443590900,2428250197414,2545097237645,2596196910511,2328039348201,2320792156552,3024439786290,3364696226532,3562136906012,4272072895498,3671436799819
종가,11600,,,,,,,,,,
시가총액,1160103205200,,,,,,,,,,
상장주식수,100008897,,,,,,,,,,
