,2020,2019,2018,2017,2016
자본금,2510669000,2508169000,2313400000,1040000000,990000000
자산총계,103270597766,39961028971,33247538460,18441405919,10139885290
당기순이익,27120976601,5493008792,6867267065,3975222681,4535677679
영업활동현금흐름,28945346562,5239256303,6335214764,8372277156,2065475428
영업이익,29335292183,5524953115,6672040833,5516770277,4597400034
매출액,67855056004,26133498941,25883507228,21284428198,13456041363
종가,42200,19350,26150,,
시가총액,211900463600,97066140300,120990820000,,
상장주식수,5021338,5016338,4626800,,
