,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,6490073000,6490073000,6043293000,5513258000,5513258000,5513258000,5513258000,2564962500,1950000000,1950000000
자산총계,195260091972,185747167306,212054430801,204394199941,165524301772,89980200555,78021387332,85777168613,44650777853,32020280921
당기순이익,-15536260224,-3403117680,-16426484934,8999184,-3448008545,9384533356,2753887761,17448957536,6827673557,3913620833
영업활동현금흐름,19860110876,7976315547,3071204356,-1023566131,14997934785,18587411412,11851807535,9777020028,2679398056,3131292694
영업이익,8131869568,6175792637,5531136616,2828300813,-98157287,11171211416,2991506459,22483599103,11291117003,5572386768
매출액,226275685904,256338425431,227297064310,155927911906,140395877882,69881989420,86199618290,100089278013,63495729172,41473755341
종가,3940,3000,3405,5500,6600,8060,7450,23600,,
시가총액,51141775240,38940438000,41154825330,60645838000,72775005600,88873718960,82147544200,121066230000,,
상장주식수,12980146,12980146,12086586,11026516,11026516,11026516,11026516,5129925,,
