,2020,2019,2018
자본금,2701841500,2156585000,608335000
자산총계,87224736180,47131780360,40145028752
당기순이익,8518338949,4989831340,-5840785975
영업활동현금흐름,6673766312,7310881213,-2713298565
영업이익,10210236403,7618032902,1285772399
매출액,37555717561,31063526107,26603277797
종가,18400,,
시가총액,99427767200,,
상장주식수,5403683,,
