,2020,2019,2018
자본금,11303846500,10000000000,10000000000
자산총계,251588387892,246434764316,191081666224
당기순이익,21789663019,15384633637,8459472376
영업활동현금흐름,34330327329,35878681467,25156014796
영업이익,23161397064,20880411060,16717000795
매출액,285144496396,269372771832,232336014451
종가,5550,,
시가총액,125472696150,,
상장주식수,22607693,,
