,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,36870812500,36870812500,36870812500,29870812500,23481036500,23481036500,23481036500,23481036500,16981036500
자산총계,268889002937,289699254003,317029291887,155766104388,127077797395,152469819643,158048607210,183762057777,212142160577
당기순이익,-27399026555,-11700629848,21282037479,13208577027,-12587336654,-1338447778,-27273565758,-33773132097,-712597098
영업활동현금흐름,-12307189889,-3330564745,-8270344519,8311637944,10798910365,9656835705,-1994560261,3197104414,7320907688
영업이익,-22660495864,-9630795116,15494458423,15015070589,-1539507673,-4417247493,845604169,784887549,8239866909
매출액,136088404099,154296022180,167149773448,139662357492,116472057896,108989776026,105998720234,106410075467,101728662281
종가,3870,3320,5100,6600,1490,1270,872,1210,1475
시가총액,285380088750,244822195000,376082287500,394294725000,69973488770,59641832710,40950927656,56824108330,50094057675
상장주식수,73741625,73741625,73741625,59741625,46962073,46962073,46962073,46962073,33962073
