,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,61937534500,61937534500,61937534500,61937534500,61937534500,61937534500,61937534500,61937534500,61937534500
자산총계,10658547888637,10164607903070,9796442247019,9518786151144,9621973238753,9496138131978,8320082168585,7776713390835,7182454443976
당기순이익,385205382320,429614534254,530380683888,606456841401,879090215731,656504240787,699295189116,735031886365,231014074694
영업활동현금흐름,1290850800312,760347394662,1123539949009,851731235059,1217766385941,1113695352557,1147044671062,1047563610656,439059331372
영업이익,628270555481,543964831621,702650599990,793431771814,1103227758751,884990087910,1031636563475,1031006495441,308592181907
매출액,6453071785362,6883268577435,6795088815835,6812857982362,6621762292163,6428172502457,6680847700909,7069237652714,2317223403934
종가,39400,33550,,,,,,,
시가총액,4880677718600,4156008564950,,,,,,,
상장주식수,123875069,123875069,,,,,,,
