,2020,2019,2018,2017
자본금,15647760500,4785976500,4399030000,269180000
자산총계,178935675386,109200110008,59265842031,16792676489
당기순이익,3186637701,6509732060,4665593545,
영업활동현금흐름,-4852953383,402808577,4234305288,
영업이익,1849297172,6631458880,5017834188,
매출액,110194388877,46404117221,23648769031,
종가,6320,16150,9650,
시가총액,197787692720,148798138050,84901279000,
상장주식수,31295521,9213507,8798060,
