,2020,2019,2018,2017
자본금,56330123000,51630123000,42106123000,
자산총계,1378764422155,739669998601,590316349198,
당기순이익,6932231565,5722267683,5074884870,-7450944851
영업활동현금흐름,31956608373,8597962733,14005394103,11634911071
영업이익,22814306766,13968000283,11990420464,-1355271397
매출액,37796038149,23086429117,21275394053,6730063930
종가,7120,7610,5620,
시가총액,372590475760,362465236030,214156411260,
상장주식수,52330123,47630123,38106123,
