,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
자본금,11663736000,11663736000,11663736000,11663736000,10539606000,8190336000,8190336000,8190336000,,,
자산총계,327916556709,351362963161,368234205898,554319083376,431135558792,479319435106,580655841853,705724234817,,,
당기순이익,-43612837314,-28269349781,-79426986917,41649245034,-55726777738,-82684169814,-58777621134,-740431577,,,
영업활동현금흐름,2258318612,14501864011,-36892526392,67042414276,6428473303,3472176626,-13516337707,122188679150,,,
영업이익,-27737035646,-16774919183,-66225314277,61450798604,-51563873103,-84766140111,-91700815984,50694556,,,
매출액,323691278747,439165312922,313944604126,805539294769,575646205207,529454377693,642764474382,991096620558,,,
종가,17350,17050,10850,44800,25800,10650,16300,21200,53800.0,37150.0,33100.0
시가총액,404731639200,397733397600,253103071200,944348697600,543843669600,174454156800,267004953600,347270246400,752160153600.0,519381964800.0,407130000000.0
상장주식수,23327472,23327472,23327472,21079212,21079212,16380672,16380672,16380672,13980672.0,13980672.0,12300000.0
