,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,73385020000,24272090000,24272090000,24272090000,24272090000,24272090000,24272090000,24272090000,24272090000,24272090000
자산총계,2665670488054,695852509295,759129159384,797747001331,843055543263,831668126858,813320785017,766651288159,629665377973,534693452185
당기순이익,26213932423,426699381,-11514292688,4090727883,18991931926,,18437354729,8936600751,15232376638,22162017981
영업활동현금흐름,-23599764736,6112416329,25421548217,-2239664720,14434277224,16716185274,16606621435,4713212087,10576857398,4122164498
영업이익,7017229307,1121399705,-24846423442,-17014154849,4529227240,14971834659,8944813957,14671708148,11606989295,12692458064
매출액,106548366582,284244834792,265295372726,319961347298,287778212446,310295324303,297812163589,290031609261,285221127782,280723958636
종가,39250,,,,,,,,,
시가총액,576072407000,,,,,,,,,
상장주식수,14677004,,,,,,,,,
