,2020,2019,2018,2017,2016
자본금,4803836000,4803836000,2401918000,1785795000,100000000
자산총계,33892190344,28292684212,25167837009,11522942249,6516713396
당기순이익,3316062613,1793386294,1005966490,2994374695,1607251404
영업활동현금흐름,2909968100,3022649469,1644066109,1957490745,1764459390
영업이익,2805532107,1897965383,528256340,3354605068,1706741782
매출액,25392287502,18826120746,16050841163,14026105357,11867244781
종가,5570,4665,7170,,
시가총액,53514733040,44819789880,34443504120,,
상장주식수,9607672,9607672,4803836,,
