,2020,2019,2018,2017,2016,2015
자본금,4499647500,4499647500,4499647500,3000000000,2500000000,2500000000
자산총계,107497210758,120131791494,116006785368,117826130865,84245581170,39963077509
당기순이익,2316576950,7145804024,5158263837,9765572599,23612028519,-4714246775
영업활동현금흐름,13077767807,547318375,10579939955,18262341849,2613584903,697674279
영업이익,3677986506,11430479238,8494074274,14538590001,23387388069,-4946319546
매출액,65640857994,87647565810,117997698578,123595927778,143709380805,28862585827
종가,7280,7870,7550,25050,,
시가총액,65514867600,70824451650,67944677250,150300000000,,
상장주식수,8999295,8999295,8999295,6000000,,
