,2020,2019,2018,2017,2016,2015,2014
자본금,6570694000,15391204500,6010450500,4495772500,32137932500,18886758500,9938531000
자산총계,31795142167,27113647018,64916024870,64607126180,78594379582,68293125534,67495667656
당기순이익,-6653890330,-16210211539,-20922385607,-18244624254,-16333145602,-5642909506,
영업활동현금흐름,-3662908546,-5274629548,-10534508524,-1368598787,-3945627580,744290463,-569040077
영업이익,-4816841512,-6005088323,-10516137199,-16595304178,-8886097275,-2819010488,-1711211337
매출액,20471188626,45782646404,76392844983,90655773089,45974763461,48044075164,50354166392
종가,4100,2375,4900,,,,
시가총액,53879690800,72637926250,58658086200,,,,
상장주식수,13141388,30584390,11971038,,,,
