,2020,2019,2018,2017,2016,2015,2014
자본금,13791550000,13791550000,13791550000,13791550000,13791550000,13791550000,13791550000
자산총계,295877497920,301367427835,293751206955,263546897748,278843708666,182474399259,178476606459
당기순이익,9147909842,9812086043,5568959769,6668278255,5330664078,2761915244,4565530571
영업활동현금흐름,24039986364,47751848070,4895455337,27339750678,4734175703,10431287167,12229593157
영업이익,10798420000,3869512949,8796883055,7351807319,8480064524,5147416578,6515798479
매출액,165345269654,186439232760,212616333198,212161978094,171527281920,113506580988,121842344847
종가,4040,,,,,,
시가총액,111435724000,,,,,,
상장주식수,27583100,,,,,,
