,2020,2019,2018,2017,2016,2015,2014,2013
자본금,12674068000,12328764500,12318764500,11184674500,10845134500,5353822000,681850000,681850000
자산총계,68566008956,66525819237,80815032958,89532234148,85681520652,80140075102,18436977410,13340473442
당기순이익,-3042768017,-7707267056,2818373099,-34180578482,5131098638,4127486813,3139528871,1120032749
영업활동현금흐름,16565170021,-1339631243,11937506906,-13829476959,-1399557608,5300740610,-3141530728,-1905565711
영업이익,202551854,-5357793769,2067364239,-21867728432,2407177115,4535666351,5049199723,1285748657
매출액,26329132002,55482724496,39216741380,25334023341,31776984491,26054826787,18665492912,13573914406
종가,5760,7700,4745,9960,9460,30350,,
시가총액,146005263360,189862973300,116905075105,221015477640,102911972240,292286403400,,
상장주식수,25348136,24657529,24637529,22190309,10878644,9630524,,
