,2020,2019,2018,2017,2016,2015,2014,2013
자본금,7779306900,6149032300,5882277700,3166618000,3111062500,3111062500,2012500000,2012500000
자산총계,80083489837,128970686218,139584364205,92684328296,95243647623,94090169695,46056217621,51754444271
당기순이익,-46940832514,-15717101422,-4127270361,-4593097902,-6505969328,-2371499323,3412685775,
영업활동현금흐름,-2167930686,5853557147,-591776712,10742094386,-2539366927,-870889122,7610313002,
영업이익,-13000202628,-7452723870,398036175,-3384793564,-6109976175,-1177541232,2679336906,
매출액,48977946724,73509421315,80032261261,77652130524,64824128419,65348347473,53279402575,
종가,297,800,3440,1225,4475,4600,11000,10000
시가총액,20629542186,49192258400,202350352880,38791070500,27844009375,28621775000,44275000000,40250000000
상장주식수,69459738,61490323,58822777,31666180,6222125,6222125,4025000,4025000
