,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,17699953000,17699953000,17699953000,17699953000,13699953000,13699953000,13699953000,13699953000,10199953000,8724062500
자산총계,126883326788,142869412508,151715208930,155057886892,115073910730,101989317239,91185132817,115848497268,105812785912,119282194960
당기순이익,3080060966,3839626119,-3720980520,1583169717,1981297088,2679830963,-4341590661,,-658477091,632918353
영업활동현금흐름,12338795611,3680614611,519025271,-3735849594,1526988604,-3443985189,-3393626539,10417383145,8773639092,-5846170264
영업이익,3404170815,-1835380587,-1523945428,3350291340,2523340810,913030739,3184101770,1391662935,3126161053,4480678257
매출액,195418102642,203876378050,221117305751,240166460384,207706651513,176630737125,159301234932,177713378231,199940499908,202868161493
종가,1750,2175,2445,1885,2560,3060,2620,2370,,
시가총액,61949835500,76994795550,86552770170,66728822810,70143759360,83843712360,71787753720,64937777220,,
상장주식수,35399906,35399906,35399906,35399906,27399906,27399906,27399906,27399906,,
