,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,16104646000,16104646000,16104646000,16104646000,16104646000,14444129500,13194129500,13194129500,,
자산총계,81686019829,91294664783,78018990119,70032472685,78697123116,80855911479,72498264888,54474273127,,
당기순이익,727533419,797402759,4215266002,-2753420870,2313259448,3270783032,2724234249,-3284116021,,
영업활동현금흐름,6045654839,-6959195475,8275944662,-4224032175,8572209466,-2993229498,-2417978742,9376501311,,
영업이익,1145098900,1766491830,2496738306,2316080042,2563899601,4061476952,4445212814,2201966394,,
매출액,172164588581,169191422989,147806241643,159023250350,183874053755,144682817127,128542262875,118033829926,,
종가,1945,1745,1700,2105,2890,2125,701,956,711.0,264.0
시가총액,62647072940,56205214540,54755796400,67800559660,93084853880,61387550375,18498169559,25227175604,18762052149.0,6306500376.0
상장주식수,32209292,32209292,32209292,32209292,32209292,28888259,26388259,26388259,26388259.0,23888259.0
