,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,6637299000,4630766500,4626389500,4502248500,4073350000,2052347500,2013997500,1422347500,1218147500
자산총계,220316128949,110161796768,76845126964,49063071782,48093280862,45723337110,47412223786,22262440370,21679697190
당기순이익,2840925514,8004174610,8463156651,170261200,-4062429350,2656317147,10574240134,3062950826,679534876
영업활동현금흐름,12134636650,17878472184,-8415178827,2903688418,-1869869108,1827954641,12350066257,1066869280,3690180719
영업이익,13481725541,12158232842,12099353532,-379343084,-3487200063,1966063250,10644356527,4181673414,1754462150
매출액,292360369641,225809534323,110264722595,32204669180,22667923038,35797490044,68482209139,43702213038,24787541856
종가,30450,18650,9790,9910,5660,13350,22050,,
시가총액,404211509100,172727590450,90584706410,89234565270,46110322000,54797678250,88413774750,,
상장주식수,13274598,9261533,9252779,9004497,8146700,4104695,4009695,,
