종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2345","-45","-1.88","2420","2435","2345","149345","356535310","95892368460","40892268"
"095570","AJ네트웍스","KOSPI",,"40400","-1100","-2.65","40600","42900","40200","10517","436182800","378324143600","9364459"
"068400","AJ렌터카","KOSPI",,"11100","-100","-0.89","11300","11300","11050","87659","979436850","245823930000","22146300"
"006840","AK홀딩스","KOSPI",,"55700","-400","-0.71","56200","56300","55300","41332","2306350700","737889147700","13247561"
"054620","AP시스템","KOSDAQ","우량기업부","17700","-650","-3.54","18800","18900","17700","1384101","25196388350","453296309700","25609961"
"211270","AP위성통신","KOSDAQ","중견기업부","9600","-100","-1.03","9900","9980","9590","241865","2354671820","125738304000","13097740"
"027410","BGF리테일","KOSPI",,"173000","9000","5.49","162500","173000","162500","88688","15057990236","4285895772000","24773964"
"138930","BNK금융지주","KOSPI",,"9420","-280","-2.89","9650","9700","9350","1272358","11992984964","3070310017320","325935246"
"001460","BYC","KOSPI",,"517000","-3000","-0.58","525000","525000","513000","113","58662000","322925955000","624615"
"001465","BYC우","KOSPI",,"228000","-500","-0.22","228000","228000","222000","206","46123500","49107780000","215385"
"032040","C&S자산관리","KOSDAQ","중견기업부","4480","-25","-0.55","4580","4580","4380","233049","1032681070","127925687680","28554841"
"001040","CJ","KOSPI",,"198000","2500","1.28","195500","200500","194500","144024","28532368515","5771006604000","29146498"
"079160","CJ CGV","KOSPI",,"101000","2300","2.33","99500","101000","98600","224188","22356539300","2137292613000","21161313"
"130960","CJ E&M","KOSDAQ","우량기업부","64800","1000","1.57","63800","65700","63500","379295","24616649100","2509839367200","38732089"
"000120","CJ대한통운","KOSPI",,"187000","-3000","-1.58","190000","192000","187000","36339","6882131712","4265908328000","22812344"
"011150","CJ씨푸드","KOSPI",,"3555","0","0.00","3555","3600","3550","84003","299948485","127733898015","35930773"
"011155","CJ씨푸드1우","KOSPI",,"16700","-150","-0.89","17000","17000","16650","1450","24227600","3340000000","200000"
"035760","CJ오쇼핑","KOSDAQ","우량기업부","192800","-5200","-2.63","197000","197800","192500","23912","4650078100","1198351870400","6215518"
"001045","CJ우","KOSPI",,"96500","0","0.00","96900","97900","95800","5201","500635500","218111519500","2260223"
"097950","CJ제일제당","KOSPI",,"345500","-2000","-0.58","350000","350000","343500","46797","16186811100","4546848409000","13160198"
"097955","CJ제일제당 우","KOSPI",,"201000","-8000","-3.83","206000","206000","201000","5319","1073696500","266814033000","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","57300","0","0.00","56800","57700","56800","20693","1186144500","680241877800","11871586"
"037560","CJ헬로비전","KOSPI",,"12650","-100","-0.78","12500","12650","12150","232541","2869095500","979702842250","77446865"
"058820","CMG제약","KOSDAQ","중견기업부","3540","275","8.42","3285","3740","3280","27868623","98670746410","312572243760","88297244"
"023460","CNH","KOSDAQ","중견기업부","1455","-15","-1.02","1470","1485","1450","74832","108948415","54126000000","37200000"
"065770","CS","KOSDAQ","관리종목(소속부없음)","1780","-5","-0.28","1800","1830","1690","348169","613943930","21360000000","12000000"
"083660","CSA 코스믹","KOSDAQ","중견기업부","5280","200","3.94","5080","5350","5050","166607","866885020","73714254240","13961033"
"000590","CS홀딩스","KOSPI",,"75900","1500","2.02","76000","76000","73600","794","58827500","87625183800","1154482"
"139130","DGB금융지주","KOSPI",,"8580","-320","-3.60","8900","8930","8560","1078962","9345023250","1450476061320","169053154"
"068790","DMS","KOSDAQ","중견기업부","9020","-50","-0.55","9090","9360","8980","183135","1678053500","201348832740","22322487"
"004840","DRB동일","KOSPI",,"12800","-100","-0.78","12850","12900","12500","36845","467311350","230528000000","18010000"
"155660","DSR","KOSPI",,"4495","-60","-1.32","4580","4580","4405","601105","2687541380","71920000000","16000000"
"069730","DSR제강","KOSPI",,"4180","-15","-0.36","4175","4235","4140","59435","247618210","60192000000","14400000"
"017940","E1","KOSPI",,"64500","-500","-0.77","64700","65000","64100","3806","245372700","442470000000","6860000"
"037370","EG","KOSDAQ","중견기업부","11200","0","0.00","11150","11200","11050","11393","126929100","84000000000","7500000"
"079190","EMW","KOSDAQ","벤처기업부","2730","-20","-0.73","2760","2795","2730","469154","1291888570","74585508270","27320699"
"007700","F&F","KOSPI",,"15000","550","3.81","15000","15150","14800","110798","1660696000","231000000000","15400000"
"114090","GKL","KOSPI",,"22200","-650","-2.84","22900","22950","22200","241570","5426793950","1373195874000","61855670"
"078930","GS","KOSPI",,"57700","-1300","-2.20","58800","58900","57000","281289","16279019362","5361217310600","92915378"
"083450","GST","KOSDAQ","벤처기업부","5070","-90","-1.74","5180","5180","5010","95369","482523580","47240967150","9317745"
"006360","GS건설","KOSPI",,"26900","-400","-1.47","27300","27450","26500","469433","12622552750","1909900000000","71000000"
"001250","GS글로벌","KOSPI",,"4205","-205","-4.65","4410","4435","4155","846370","3616961735","94754477620","22533764"
"007070","GS리테일","KOSPI",,"48050","900","1.91","47500","48300","47400","389925","18729550389","3699850000000","77000000"
"078935","GS우","KOSPI",,"36150","150","0.42","36000","36350","35800","2464","88863050","64521459900","1784826"
"028150","GS홈쇼핑","KOSDAQ","우량기업부","188700","3000","1.62","187900","191100","183600","33309","6267702300","1238343750000","6562500"
"078150","HB테크놀러지","KOSDAQ","우량기업부","2450","25","1.03","2430","2475","2400","629946","1538533840","188721816850","77029313"
"001500","HMC투자증권","KOSPI",,"9890","30","0.30","9910","9990","9860","36762","364256190","290144027790","29337111"
"036640","HRS","KOSDAQ","중견기업부","3875","-70","-1.77","3935","3980","3835","73836","286367475","63374850000","16354800"
"204840","IBKS제2호스팩","KOSDAQ","SPAC(소속부없음)","2100","-40","-1.87","2140","2140","2045","5787","12316510","9450000000","4500000"
"225430","IBKS제3호스팩","KOSDAQ","SPAC(소속부없음)","1965","-10","-0.51","1960","1970","1960","1325","2600345","8842500000","4500000"
"230980","IBKS제4호스팩","KOSDAQ","SPAC(소속부없음)","2000","10","0.50","1995","2000","1970","4083","8156695","4000000000","2000000"
"003560","IHQ","KOSPI",,"2100","-115","-5.19","2205","2210","2100","1210596","2576921960","300950477100","143309751"
"095340","ISC","KOSDAQ","우량기업부","26000","400","1.56","25600","26000","25400","70873","1830068850","335209576000","12892676"
"099520","ITX시큐리티","KOSDAQ","벤처기업부","1870","25","1.36","1830","1875","1825","36401","67505340","26392026210","14113383"
"175330","JB금융지주","KOSPI",,"5710","-90","-1.55","5800","5800","5680","282176","1612088260","887559105330","155439423"
"067290","JW신약","KOSDAQ","중견기업부","8040","100","1.26","7940","8170","7920","468844","3783583790","313921462320","39044958"
"001060","JW중외제약","KOSPI",,"36500","1300","3.69","35200","36750","34950","144166","5207188950","684107674000","18742676"
"001067","JW중외제약2우B","KOSPI",,"33750","0","0.00","33800","34500","32800","1353","45162550","2794668750","82805"
"001065","JW중외제약우","KOSPI",,"22000","100","0.46","21900","22000","21550","150","3279700","3470786000","157763"
"096760","JW홀딩스","KOSPI",,"8040","-10","-0.12","8020","8200","7970","134200","1083392790","464279230920","57746173"
"035900","JYP Ent.","KOSDAQ","중견기업부","5090","40","0.79","5110","5180","4965","543711","2761452695","173278931080","34043012"
"105560","KB금융","KOSPI",,"32150","300","0.94","32450","32650","31700","2001720","64419602700","12421206929950","386351693"
"002550","KB손해보험","KOSPI",,"33500","-550","-1.62","33850","34300","33400","302580","10230752100","2010000000000","60000000"
"024120","KB오토시스","KOSDAQ","중견기업부","5650","50","0.89","5600","5650","5510","13481","75517660","64975000000","11500000"
"002380","KCC","KOSPI",,"405500","-10500","-2.52","415000","416500","405000","28989","11801642431","4280666021500","10556513"
"021320","KCC건설","KOSDAQ","중견기업부","7550","-130","-1.69","7680","7700","7520","23405","177680880","161570000000","21400000"
"036670","KCI","KOSDAQ","벤처기업부","9400","-30","-0.32","9510","9670","9350","29639","282349740","105938000000","11270000"
"009070","KCTC","KOSPI",,"3285","-25","-0.76","3255","3340","3245","7705","25231060","98550000000","30000000"
"009440","KC그린홀딩스","KOSPI",,"7660","-50","-0.65","7710","7750","7610","46964","360966770","171851946800","22434980"
"119650","KC코트렐","KOSPI",,"5180","-120","-2.26","5250","5300","5110","65770","339515450","51800000000","10000000"
"044180","KD건설","KOSDAQ","중견기업부","255","-1","-0.39","258","260","255","4559746","1170132108","38883979470","152486194"
"092220","KEC","KOSPI",,"1185","0","0.00","1185","1195","1170","135008","159838480","69971150040","59047384"
"151860","KG ETS","KOSDAQ","우량기업부","3150","-70","-2.17","3220","3220","3135","127914","404808785","113400000000","36000000"
