종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"069110","3H","KOSDAQ","중견기업부","2330","-5","-0.21","2330","2380","2280","39356","90953150","31374698880","13465536"
"060310","3S","KOSDAQ","중견기업부","21100","600","2.93","20850","21300","20700","163545","3424033000","824190328300","39061153"
"900010","3노드디지탈","KOSDAQ","외국기업(소속부없음)","1070","35","3.38","1040","1130","1030","6410749","6992248505","64348214260","60138518"
"038120","AD모터스","KOSDAQ","관리종목(소속부없음)","293","-7","-2.33","300","300","286","1165465","339007616","26247397080","89581560"
"013340","AJS","KOSDAQ","벤처기업부","1240","-5","-0.40","1260","1275","1230","960007","1195200690","47403183760","38228374"
"054620","AP시스템","KOSDAQ","벤처기업부","13100","50","0.38","13100","13200","13050","145166","1902258300","282716798500","21581435"
"090470","AST젯텍","KOSDAQ","벤처기업부","5070","-130","-2.50","5200","5270","5040","69851","360489320","38295514920","7553356"
"138930","BS금융지주","KOSPI",,"13400","100","0.75","13350","13500","13100","2107529","28087406600","2591290646600","193379899"
"048550","BT&I","KOSDAQ","중견기업부","960","10","1.05","998","998","944","173785","167843321","31695884160","33016546"
"001460","BYC","KOSPI",,"180500","1000","0.56","184500","184500","176000","368","65469000","112743007500","624615"
"001465","BYC우","KOSPI",,"70400","0","0.00","70400","70400","70400","2","140800","15163104000","215385"
"032040","C&S자산관리","KOSDAQ","중견기업부","2835","0","0.00","2835","2865","2825","73470","208470155","44931946185","15849011"
"001040","CJ","KOSPI",,"83400","-1800","-2.11","85000","85100","82900","75687","6322805700","2418468728400","28998426"
"079160","CJ CGV","KOSPI",,"26900","400","1.51","26350","27050","26350","43822","1174557250","554609620200","20617458"
"130960","CJ E&M","KOSDAQ","우량기업부","28700","300","1.06","28600","29000","28400","228068","6556482700","1088578486800","37929564"
"011150","CJ씨푸드","KOSPI",,"3080","15","0.49","3075","3090","3035","397848","1220736590","110666780840","35930773"
"011155","CJ씨푸드1우","KOSPI",,"9040","20","0.22","9190","9190","8950","170","1543400","1808000000","200000"
"035760","CJ오쇼핑","KOSDAQ","우량기업부","266000","6000","2.31","263000","266700","260100","29518","7807227400","1650068490000","6203265"
"001045","CJ우","KOSPI",,"19600","50","0.26","19550","19600","19300","460","8940500","44300370800","2260223"
"097950","CJ제일제당","KOSPI",,"334000","-2000","-0.60","337000","340000","329000","53790","17964995000","4368351598000","13078897"
"097955","CJ제일제당 우","KOSPI",,"67800","-500","-0.73","68600","68900","67400","1742","118547400","89999957400","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","24950","-100","-0.40","25150","25200","24750","15157","378838650","269432555000","10798900"
"023460","CNH","KOSDAQ","우량기업부","1470","5","0.34","1460","1495","1450","38056","55659880","54684000000","37200000"
"065770","CS","KOSDAQ","벤처기업부","7160","40","0.56","7240","7370","7100","98087","712238320","85920000000","12000000"
"000590","CS홀딩스","KOSPI",,"37450","50","0.13","37300","37700","37200","420","15722000","43235350900","1154482"
"050470","CT&T","KOSDAQ","관리종목(소속부없음)","377","0","0.00","0","0","0","0","0","10331288019","27403947"
"056340","CU전자","KOSDAQ","중견기업부","405","25","6.58","384","411","384","2594105","1029691202","20872139130","51536146"
"139130","DGB금융지주","KOSPI",,"15100","250","1.68","15000","15100","14900","294171","4433895600","2024202625400","134053154"
"068790","DMS","KOSDAQ","우량기업부","4735","20","0.42","4745","4800","4700","276889","1306873755","94166947905","19887423"
"069730","DSR제강","KOSPI",,"4580","360","8.53","4240","4820","4240","1014411","4660058620","65952000000","14400000"
"009730","DS제강","KOSDAQ","중견기업부","1450","70","5.07","1385","1475","1290","124148","177334805","35604460000","24554800"
"017940","E1","KOSPI",,"53800","-100","-0.19","53900","54200","53000","3191","170824900","369068000000","6860000"
"037370","EG","KOSDAQ","중견기업부","56500","-800","-1.40","57300","58700","55700","433142","24832218100","423750000000","7500000"
"080220","EMLSI","KOSDAQ","벤처기업부","3310","-55","-1.63","3365","3365","3310","93041","310170830","69577821900","21020490"
"079190","EMW","KOSDAQ","벤처기업부","2140","30","1.42","2090","2150","2070","22046","46434055","26881909600","12561640"
"007700","F&F","KOSPI",,"7280","230","3.26","7090","7280","7090","1633","11778540","112112000000","15400000"
"114090","GKL","KOSPI",,"21650","-200","-0.92","21950","22050","21450","241447","5228835550","1339175255500","61855670"
