종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","8630","-60","-0.69","8680","8710","8450","257300","2216110770","352900272840","40892268"
"900010","3노드디지탈","KOSDAQ","외국기업(소속부없음)","1195","-5","-0.42","1195","1200","1195","38364","45980660","71927262710","60190178"
"013340","AJS","KOSDAQ","벤처기업부","736","26","3.66","712","750","712","1124663","827188919","28150125408","38247453"
"068400","AJ렌터카","KOSPI",,"10800","0","0.00","10950","10950","10700","73970","800041200","239180040000","22146300"
"006840","AK홀딩스","KOSPI",,"21300","-600","-2.74","21700","21800","21200","22631","483894300","232130637600","10898152"
"054620","AP시스템","KOSDAQ","벤처기업부","11050","-250","-2.21","11350","11450","11050","903505","10098235250","238901895050","21620081"
"090470","AST젯텍","KOSDAQ","벤처기업부","6690","130","1.98","6610","6750","6510","270932","1797337180","65387585010","9773929"
"138930","BS금융지주","KOSPI",,"15100","-200","-1.31","15300","15300","15050","185015","2797243100","2920036474900","193379899"
"001460","BYC","KOSPI",,"207000","-500","-0.24","211500","211500","207000","55","11457500","129295305000","624615"
"001465","BYC우","KOSPI",,"72300","-300","-0.41","72300","72300","72300","1","72300","15572335500","215385"
"032040","C&S자산관리","KOSDAQ","중견기업부","5620","190","3.50","5420","5630","5310","239357","1318184500","92443441820","16449011"
"001040","CJ","KOSPI",,"149500","500","0.34","149500","152500","149000","62894","9502137500","4337911435000","29016130"
"079160","CJ CGV","KOSPI",,"48850","-1100","-2.20","50000","50800","48750","93501","4642691950","1007162823300","20617458"
"130960","CJ E&M","KOSDAQ","우량기업부","34000","-850","-2.44","34900","35150","33550","444467","15204849900","1289841816000","37936524"
"000120","CJ대한통운","KOSPI",,"99800","1500","1.53","99100","100500","98600","39876","3971580600","2276671931200","22812344"
"011150","CJ씨푸드","KOSPI",,"2860","-55","-1.89","2940","2955","2860","351810","1022095110","102762010780","35930773"
"011155","CJ씨푸드1우","KOSPI",,"5710","-220","-3.71","5930","6000","5550","4670","26774900","1142000000","200000"
"035760","CJ오쇼핑","KOSDAQ","우량기업부","295700","-3200","-1.07","296200","298700","295000","10868","3221504000","1834415756600","6203638"
"001045","CJ우","KOSPI",,"33500","500","1.52","33700","33750","33000","4730","157319500","75717470500","2260223"
"097950","CJ제일제당","KOSPI",,"346500","-2000","-0.57","349000","349000","341000","32164","11070627500","4536042934500","13091033"
"097955","CJ제일제당 우","KOSPI",,"68800","-300","-0.43","69100","69400","68700","1153","79521800","91327390400","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","38200","-100","-0.26","38700","38700","38200","26333","1010769100","413736560000","10830800"
"037560","CJ헬로비전","KOSPI",,"15900","400","2.58","15500","15950","15450","375746","5932191900","1101280030500","69262895"
"023460","CNH","KOSDAQ","우량기업부","1575","175","12.50","1370","1595","1360","1329020","2015061130","58590000000","37200000"
