종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"069110","3H","KOSDAQ",,"4245","295","7.47","4000","4430","4000","384647","1626751425","57161200320","13465536"
"060310","3S","KOSDAQ",,"4725","-60","-1.25","4785","4850","4650","154875","733006765","154196576100","32634196"
"900010","3노드디지탈","KOSDAQ",,"1790","-40","-2.19","1835","1860","1765","2626663","4742980805","103612055700","57883830"
"038120","AD모터스","KOSDAQ",,"563","6","1.08","567","575","554","2019338","1133497855","48912920351","86879077"
"013340","AJS","KOSDAQ",,"1820","-10","-0.55","1840","1870","1765","5321067","9751550195","65535024100","36008255"
"054620","AP시스템","KOSDAQ",,"14250","1100","8.37","13300","14250","13250","2780432","38613766400","306929695500","21538926"
"038710","BRN사이언스","KOSDAQ",,"702","0","0.00","0","0","0","0","0","10688770638","15226169"
"138930","BS금융지주","KOSPI",,"16300","400","2.52","15800","16450","15700","2395651","38714999550","3152092353700","193379899"
"048550","BT&I","KOSDAQ",,"1430","25","1.78","1410","1430","1260","93878","130786955","47061453010","32910107"
"001460","BYC","KOSPI",,"158000","500","0.32","159500","159500","154000","158","24741500","98689170000","624615"
"001465","BYC우","KOSPI",,"70500","300","0.43","70500","70500","70500","1","70500","15184642500","215385"
"032040","C&S자산관리","KOSDAQ",,"630","0","0.00","645","646","624","835931","529661345","49924387170","79245059"
"001040","CJ","KOSPI",,"75400","1900","2.59","73800","76700","73300","539561","40618954000","2184581617400","28973231"
"079160","CJ CGV","KOSPI",,"26900","1000","3.86","26100","27000","25900","98959","2646854100","554609620200","20617458"
"130960","CJ E&M","KOSDAQ",,"48200","350","0.73","48250","49250","48050","300894","14613692200","1828204984800","37929564"
"011150","CJ씨푸드","KOSPI",,"3370","-10","-0.30","3450","3450","3330","1010831","3406985405","121086705010","35930773"
"011155","CJ씨푸드1우","KOSPI",,"12050","0","0.00","12000","12150","12000","1830","22015000","2410000000","200000"
"035760","CJ오쇼핑","KOSDAQ",,"233000","-3700","-1.56","235500","240000","233000","24010","5658411700","1416596895000","6079815"
"001045","CJ우","KOSPI",,"23950","500","2.13","23300","23950","23300","6330","150400500","54132340850","2260223"
"097950","CJ제일제당","KOSPI",,"229000","-1000","-0.43","230000","230500","226000","79899","18292885500","2925463092000","12774948"
"097955","CJ제일제당 우","KOSPI",,"68800","100","0.15","68700","68900","68400","984","67584600","91327390400","1327433"
"051500","CJ프레시웨이","KOSDAQ",,"16950","350","2.11","17050","17200","16600","8907","149503200","182659980000","10776400"
"023460","CNH","KOSDAQ",,"1210","10","0.83","1220","1220","1185","4098","4881315","45012000000","37200000"
"065770","CS","KOSDAQ",,"7370","450","6.50","6940","7390","6830","632195","4543720240","88440000000","12000000"
"000590","CS홀딩스","KOSPI",,"53800","0","0.00","53800","54100","53300","950","51016900","49350094400","917288"
"050470","CT&T","KOSDAQ",,"176","16","10.00","165","179","160","12543974","2173274791","44169395952","250962477"
"056340","CU전자","KOSDAQ",,"680","-3","-0.44","675","694","675","305249","208791590","35044579280","51536146"
"068790","DMS","KOSDAQ",,"9620","350","3.78","9300","9670","9290","665596","6342431980","191317009260","19887423"
"069730","DSR제강","KOSPI",,"3895","-5","-0.13","3855","3900","3790","27718","107070460","56088000000","14400000"
"009730","DS제강","KOSDAQ",,"604","14","2.37","590","605","589","103208","61781304","12067032120","19978530"
"017940","E1","KOSPI",,"48800","150","0.31","48700","49000","48300","3192","154512600","334768000000","6860000"
"037370","EG","KOSDAQ",,"33400","1450","4.54","31600","33850","31550","274826","9037152100","250500000000","7500000"
"080220","EMLSI","KOSDAQ",,"3395","-40","-1.16","3420","3460","3345","54974","186312445","67274131750","19815650"
"079190","EMW","KOSDAQ",,"4180","-50","-1.18","4300","4300","4175","30654","128689205","52507655200","12561640"
"007700","F&F","KOSPI",,"7600","-490","-6.06","8190","8330","7600","65542","522751980","117040000000","15400000"
"114090","GKL","KOSPI",,"16200","-350","-2.11","16500","16650","16200","293226","4784111100","1002061854000","61855670"
"078930","GS","KOSPI",,"95000","1600","1.71","94000","96000","93100","600909","56855402800","8826960910000","92915378"
"083450","GST","KOSDAQ",,"4400","370","9.18","4055","4590","4030","1884056","8205245375","33088000000","7520000"
"006360","GS건설","KOSPI",,"115000","0","0.00","116000","117000","114000","494481","57117698000","5865000000000","51000000"
"001250","GS글로벌","KOSPI",,"16500","-350","-2.08","16750","17050","16500","108259","1809045500","371807106000","22533764"
"078935","GS우","KOSPI",,"27350","550","2.05","26900","27350","26800","9320","252140000","48814991100","1784826"
"028150","GS홈쇼핑","KOSDAQ",,"135900","-500","-0.37","136500","137300","133200","18800","2550680900","891843750000","6562500"
"053870","GT&T","KOSDAQ",,"1230","25","2.07","1220","1250","1195","7509","9283250","9840000000","8000000"
"035000","GⅡR","KOSPI",,"10400","-150","-1.42","10550","10600","10400","4591","48274400","172301053600","16567409"
"032800","G러닝","KOSDAQ",,"1235","50","4.22","1235","1260","1185","179941","220675965","29146277875","23600225"
"041590","H&H","KOSDAQ",,"2305","90","4.06","2240","2395","2215","1704908","3933639400","36334899770","15763514"
"126640","HMC스팩1호","KOSDAQ",,"2235","-40","-1.76","2225","2280","2225","14804","33386070","27937500000","12500000"
"001500","HMC투자증권","KOSPI",,"21700","1150","5.60","20700","21950","20600","646295","13848751350","636615308700","29337111"
"036640","HRS","KOSDAQ",,"4740","-85","-1.76","4875","4925","4740","441224","2129408530","77521752000","16354800"
"007720","HS홀딩스","KOSDAQ",,"1315","5","0.38","1320","1360","1285","1130620","1487719660","112530078260","85574204"
"126680","IBKS스팩1호","KOSDAQ",,"973","21","2.21","953","974","953","101","97354","20316240000","20880000"
"011420","IB스포츠","KOSPI",,"2135","0","0.00","2100","2160","2080","27044","57429640","41893875240","19622424"
