종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2465","10","0.41","2455","2490","2410","145587","356098505","103466250170","41974138"
"095570","AJ네트웍스","KOSPI",,"5800","220","3.94","5590","5890","5520","216116","1243793220","271569311000","46822295"
"068400","AJ렌터카","KOSPI",,"10850","600","5.85","10300","10900","10250","500194","5330172000","240287355000","22146300"
"006840","AK홀딩스","KOSPI",,"61200","2000","3.38","59300","61500","59200","35190","2133351100","810750733200","13247561"
"054620","AP시스템","KOSDAQ","우량기업부","27850","0","0.00","0","0","0","0","0","713237413850","25609961"
"211270","AP위성","KOSDAQ","중견기업부","8900","40","0.45","8860","9000","8790","31084","276695040","133631755600","15014804"
"027410","BGF리테일","KOSPI",,"105500","500","0.48","104500","106000","103500","36063","3796918000","5227274437500","49547625"
"138930","BNK금융지주","KOSPI",,"9260","80","0.87","9180","9260","9120","565903","5211164980","3018160377960","325935246"
"001460","BYC","KOSPI",,"376000","-1000","-0.27","377000","377500","374000","436","163598500","234855240000","624615"
"001465","BYC우","KOSPI",,"162000","0","0.00","162500","162500","160000","192","30938000","34892370000","215385"
"032040","C&S자산관리","KOSDAQ","중견기업부","1920","-35","-1.79","1980","1980","1910","142191","274606285","62505294720","32554841"
"001040","CJ","KOSPI",,"177000","3000","1.72","174000","177500","173500","81215","14252333500","5164328646000","29176998"
"079160","CJ CGV","KOSPI",,"79600","4500","5.99","75300","79600","75300","331746","26034696500","1684440514800","21161313"
"130960","CJ E&M","KOSDAQ","우량기업부","86200","1200","1.41","85000","86600","84400","235504","20269906500","3338706071800","38732089"
"000120","CJ대한통운","KOSPI",,"167000","500","0.30","165500","167500","164000","31550","5244294500","3809661448000","22812344"
"011150","CJ씨푸드","KOSPI",,"3340","0","0.00","3340","3350","3320","108103","360544835","120008781820","35930773"
"011155","CJ씨푸드1우","KOSPI",,"24100","400","1.69","24200","25600","23800","25916","635298200","4820000000","200000"
